customer_id,recence,frequence,montant,panier_moyen,anciennete,R,F,M,score_rfm,segment,country,declared_preference,age_bracket,life_stage,urban_density
22086,1292,1,49.22,49.22,1292,1,1,1,111,Perdus,France,Recherche vegan,,Retraité(e),
22087,1155,1,74.92999999999999,74.92999999999999,1155,1,1,1,111,Perdus,France,,,,Zone rurale
22088,723,1,36.8,36.8,723,1,1,1,111,Perdus,France,,,Sans enfants,
22089,607,1,91.03999999999999,91.03999999999999,607,1,1,2,112,Perdus,France,,,,
22090,802,1,167.53,167.53,802,1,1,2,112,Perdus,France,,,,
22093,558,1,198.14,198.14,558,2,1,3,213,Hibernants,France,Recherche vegan,,,
22094,998,1,90.83,90.83,998,1,1,2,112,Perdus,France,Anti-âge,,,
22095,791,1,67.94,67.94,791,1,1,1,111,Perdus,France,,35-44 ans,Retraité(e),
22096,996,1,115.88,115.88,996,1,1,2,112,Perdus,France,,,,
22097,765,1,9.49,9.49,765,1,1,1,111,Perdus,France,,,,
22098,873,1,118.88,118.88,873,1,1,2,112,Perdus,France,,18-24 ans,Retraité(e),
22099,562,1,26.56,26.56,562,1,1,1,111,Perdus,France,,,,Périurbain
22100,602,1,78.36,78.36,602,1,1,1,111,Perdus,France,,25-34 ans,,
22101,1241,1,134.46,134.46,1241,1,1,2,112,Perdus,France,,25-34 ans,,
22102,480,1,9.18,9.18,480,2,1,1,211,Hibernants,USA,,35-44 ans,Parent de jeunes enfants,
22103,732,1,19.52,19.52,732,1,1,1,111,Perdus,France,Peau sèche,,,Zone urbaine dense
22104,1014,1,16.66,16.66,1014,1,1,1,111,Perdus,France,,45-54 ans,,
22105,836,1,72.53,72.53,836,1,1,1,111,Perdus,France,,55 ans et plus,,Zone rurale
22106,848,1,145.02,145.02,848,1,1,2,112,Perdus,France,,,,
22107,550,1,87.04000000000002,87.04000000000002,550,2,1,2,212,Hibernants,France,,,,
22108,580,1,155.32999999999998,155.32999999999998,580,1,1,2,112,Perdus,France,Peau sèche,,,
22109,1080,1,47.72,47.72,1080,1,1,1,111,Perdus,France,,,,
22110,991,1,13.82,13.82,991,1,1,1,111,Perdus,Spain,Peau sensible,,Sans enfants,
22111,665,1,60.89,60.89,665,1,1,1,111,Perdus,France,,18-24 ans,Retraité(e),
22112,868,1,25.77,25.77,868,1,1,1,111,Perdus,France,,,,
22114,1144,1,32.74,32.74,1144,1,1,1,111,Perdus,France,Peau mixte,,,
22116,908,1,13.34,13.34,908,1,1,1,111,Perdus,France,Sans parfum,,Retraité(e),
22117,1023,1,17.0,17.0,1023,1,1,1,111,Perdus,France,Anti-imperfections,,,
22118,762,1,88.02000000000001,88.02000000000001,762,1,1,2,112,Perdus,France,,,,
22121,738,1,25.03,25.03,738,1,1,1,111,Perdus,France,Peau mixte,25-34 ans,,
22122,812,1,202.25,202.25,812,1,1,3,113,Hibernants,Netherlands,,,,
22123,846,1,35.91,35.91,846,1,1,1,111,Perdus,Portugal,,45-54 ans,,Zone urbaine dense
22124,779,1,67.03,67.03,779,1,1,1,111,Perdus,France,,55 ans et plus,,
22125,507,1,12.98,12.98,507,2,1,1,211,Hibernants,France,,25-34 ans,,
22126,1033,1,51.96,51.96,1033,1,1,1,111,Perdus,France,,,,
22127,789,1,89.01,89.01,789,1,1,2,112,Perdus,France,,25-34 ans,,
22128,504,1,23.11,23.11,504,2,1,1,211,Hibernants,France,,35-44 ans,Sans enfants,Périurbain
22129,794,1,12.88,12.88,794,1,1,1,111,Perdus,France,Anti-âge,45-54 ans,,
22130,590,1,220.23,220.23,590,1,1,3,113,Hibernants,France,Sans parfum,,,
22131,1374,1,94.96,94.96,1374,1,1,2,112,Perdus,France,,,,
22132,420,1,139.56,139.56,420,2,1,2,212,Hibernants,USA,,,Famille avec adolescents,Périurbain
22133,808,1,139.73,139.73,808,1,1,2,112,Perdus,France,Peau mixte,45-54 ans,,
22134,1051,1,135.28,135.28,1051,1,1,2,112,Perdus,France,,,,
22135,847,1,143.53,143.53,847,1,1,2,112,Perdus,France,,,,
22136,489,1,114.96000000000001,114.96000000000001,489,2,1,2,212,Hibernants,France,Peau mixte,18-24 ans,Jeune actif en solo,
22137,491,1,211.34,211.34,491,2,1,3,213,Hibernants,France,,25-34 ans,,
22138,829,1,201.07000000000002,201.07000000000002,829,1,1,3,113,Hibernants,France,,35-44 ans,Jeune actif en solo,
22139,1176,1,29.84,29.84,1176,1,1,1,111,Perdus,France,,,,
22140,638,1,32.629999999999995,32.629999999999995,638,1,1,1,111,Perdus,France,,,,
22141,569,1,19.8,19.8,569,1,1,1,111,Perdus,France,Peau sèche,,Retraité(e),
22142,888,1,33.84,33.84,888,1,1,1,111,Perdus,France,,,,Zone urbaine dense
22143,770,1,24.01,24.01,770,1,1,1,111,Perdus,France,Anti-âge,,,
22144,745,1,179.54,179.54,745,1,1,3,113,Hibernants,France,Peau sensible,,,
22145,695,1,126.14,126.14,695,1,1,2,112,Perdus,France,,,,
22146,905,1,29.96,29.96,905,1,1,1,111,Perdus,Germany,,18-24 ans,Sans enfants,
22147,558,1,117.06,117.06,558,2,1,2,212,Hibernants,Sweden,,35-44 ans,,
22148,532,1,14.07,14.07,532,2,1,1,211,Hibernants,France,Sans parfum,,,
22149,716,1,152.21,152.21,716,1,1,2,112,Perdus,France,,,,
22150,990,1,15.34,15.34,990,1,1,1,111,Perdus,France,,35-44 ans,,
22151,852,1,77.57,77.57,852,1,1,1,111,Perdus,France,Peau sensible,45-54 ans,,
22152,709,1,121.9,121.9,709,1,1,2,112,Perdus,France,,,,
22153,522,1,25.8,25.8,522,2,1,1,211,Hibernants,Australia,,,,
22155,920,1,68.26,68.26,920,1,1,1,111,Perdus,France,Peau mixte,45-54 ans,Jeune actif en solo,
22157,989,1,203.84,203.84,989,1,1,3,113,Hibernants,France,,55 ans et plus,,
22158,1137,1,88.99,88.99,1137,1,1,2,112,Perdus,France,,,,Périurbain
22159,860,1,71.84,71.84,860,1,1,1,111,Perdus,France,,,,
22160,909,1,47.0,47.0,909,1,1,1,111,Perdus,France,,55 ans et plus,Parent de jeunes enfants,
22161,838,1,28.38,28.38,838,1,1,1,111,Perdus,France,Peau sèche,,,
22162,1000,1,20.73,20.73,1000,1,1,1,111,Perdus,France,,,,
22163,756,1,229.97,229.97,756,1,1,3,113,Hibernants,France,,,Sans enfants,
22166,962,1,21.92,21.92,962,1,1,1,111,Perdus,France,,,,
22167,836,1,10.16,10.16,836,1,1,1,111,Perdus,France,,,,Périurbain
22168,656,1,28.68,28.68,656,1,1,1,111,Perdus,France,,55 ans et plus,,
22169,664,1,105.49000000000001,105.49000000000001,664,1,1,2,112,Perdus,France,Anti-imperfections,25-34 ans,Retraité(e),
22170,784,1,50.7,50.7,784,1,1,1,111,Perdus,France,,,,
22171,629,1,81.95,81.95,629,1,1,2,112,Perdus,France,,55 ans et plus,,
22172,554,1,34.55,34.55,554,2,1,1,211,Hibernants,France,,,,
22173,799,1,27.81,27.81,799,1,1,1,111,Perdus,France,Peau sèche,45-54 ans,,
22174,1011,1,44.73,44.73,1011,1,1,1,111,Perdus,France,,,,
22175,901,1,48.02,48.02,901,1,1,1,111,Perdus,France,Anti-âge,45-54 ans,Parent de jeunes enfants,Zone urbaine dense
22176,463,1,17.06,17.06,463,2,1,1,211,Hibernants,France,Anti-imperfections,18-24 ans,Jeune actif en solo,
22177,718,1,66.17,66.17,718,1,1,1,111,Perdus,France,Peau mixte,,Parent de jeunes enfants,
22178,653,1,55.68000000000001,55.68000000000001,653,1,1,1,111,Perdus,France,Anti-âge,,,
22179,552,1,15.2,15.2,552,2,1,1,211,Hibernants,France,,55 ans et plus,Jeune actif en solo,
22180,690,1,58.65,58.65,690,1,1,1,111,Perdus,France,,,,
22181,883,1,130.82,130.82,883,1,1,2,112,Perdus,France,Peau mixte,,,
22182,759,1,117.69,117.69,759,1,1,2,112,Perdus,France,,35-44 ans,,
22183,1066,1,89.1,89.1,1066,1,1,2,112,Perdus,France,,,,
22184,836,1,25.71,25.71,836,1,1,1,111,Perdus,France,Sans parfum,,,
22185,1220,1,9.23,9.23,1220,1,1,1,111,Perdus,France,,35-44 ans,,
22186,786,1,43.620000000000005,43.620000000000005,786,1,1,1,111,Perdus,France,,,,
22187,1223,1,23.38,23.38,1223,1,1,1,111,Perdus,France,,55 ans et plus,,
22189,659,1,190.94,190.94,659,1,1,3,113,Hibernants,France,Recherche vegan,,,
22190,551,1,29.54,29.54,551,2,1,1,211,Hibernants,France,,,,
22192,584,1,173.39,173.39,584,1,1,3,113,Hibernants,France,Recherche vegan,25-34 ans,,Périurbain
22193,997,1,56.9,56.9,997,1,1,1,111,Perdus,France,Peau sèche,,,
22194,1029,1,81.85,81.85,1029,1,1,2,112,Perdus,France,,,,
22195,733,1,33.23,33.23,733,1,1,1,111,Perdus,France,,35-44 ans,Sans enfants,Zone urbaine dense
22196,836,1,23.86,23.86,836,1,1,1,111,Perdus,France,Peau sèche,,Retraité(e),
22197,1301,1,25.42,25.42,1301,1,1,1,111,Perdus,Sweden,Anti-imperfections,,,
22198,963,1,28.36,28.36,963,1,1,1,111,Perdus,France,,,,Périurbain
22199,692,1,195.99,195.99,692,1,1,3,113,Hibernants,France,Recherche vegan,,,
22200,1095,1,102.37,102.37,1095,1,1,2,112,Perdus,France,,,,
22201,801,1,51.54,51.54,801,1,1,1,111,Perdus,France,,,,
22202,1066,1,126.87,126.87,1066,1,1,2,112,Perdus,France,,,Jeune actif en solo,
22203,682,1,60.98,60.98,682,1,1,1,111,Perdus,France,,35-44 ans,,
22204,1136,1,49.81,49.81,1136,1,1,1,111,Perdus,France,Peau sensible,18-24 ans,,Zone rurale
22205,528,1,105.44,105.44,528,2,1,2,212,Hibernants,France,,,,
22206,1316,1,50.98,50.98,1316,1,1,1,111,Perdus,France,Peau sèche,55 ans et plus,,
22207,1056,1,64.94,64.94,1056,1,1,1,111,Perdus,France,Sans parfum,45-54 ans,,Zone rurale
22208,1409,1,31.330000000000002,31.330000000000002,1409,1,1,1,111,Perdus,France,Peau sèche,25-34 ans,,Zone urbaine dense
22209,920,1,191.39000000000001,191.39000000000001,920,1,1,3,113,Hibernants,France,Anti-âge,,,Zone rurale
22210,1073,1,79.03,79.03,1073,1,1,2,112,Perdus,France,Sans parfum,,Jeune actif en solo,
22211,724,1,94.08,94.08,724,1,1,2,112,Perdus,France,,18-24 ans,,
22212,546,1,167.39,167.39,546,2,1,2,212,Hibernants,France,,55 ans et plus,,
22213,846,1,70.5,70.5,846,1,1,1,111,Perdus,France,Recherche vegan,,,
22214,833,1,53.620000000000005,53.620000000000005,833,1,1,1,111,Perdus,France,,,,
22215,655,1,88.64,88.64,655,1,1,2,112,Perdus,Cyprus,Peau sèche,,,
22216,858,1,137.19,137.19,858,1,1,2,112,Perdus,France,,55 ans et plus,,Zone urbaine dense
22217,560,1,62.99999999999999,62.99999999999999,560,2,1,1,211,Hibernants,France,,25-34 ans,,
22220,849,1,45.72,45.72,849,1,1,1,111,Perdus,France,,25-34 ans,Sans enfants,
22221,942,1,87.88,87.88,942,1,1,2,112,Perdus,France,,,,
22222,933,1,8.55,8.55,933,1,1,1,111,Perdus,France,,,,
22223,739,1,70.46000000000001,70.46000000000001,739,1,1,1,111,Perdus,France,Anti-imperfections,45-54 ans,Jeune actif en solo,
22224,704,1,6.81,6.81,704,1,1,1,111,Perdus,France,,18-24 ans,,
22225,509,1,97.43,97.43,509,2,1,2,212,Hibernants,France,Anti-âge,,Jeune actif en solo,Zone urbaine dense
22226,1080,1,121.0,121.0,1080,1,1,2,112,Perdus,France,,25-34 ans,,
22227,931,1,24.21,24.21,931,1,1,1,111,Perdus,France,Peau sensible,,,
22228,596,1,15.54,15.54,596,1,1,1,111,Perdus,France,Anti-imperfections,,,
22229,860,1,23.48,23.48,860,1,1,1,111,Perdus,France,,,,
22230,775,1,109.62,109.62,775,1,1,2,112,Perdus,France,,25-34 ans,Jeune actif en solo,
22231,982,1,88.36,88.36,982,1,1,2,112,Perdus,France,Peau mixte,,,
22233,738,1,105.75,105.75,738,1,1,2,112,Perdus,France,Peau mixte,25-34 ans,,
22234,1367,1,36.12,36.12,1367,1,1,1,111,Perdus,France,,45-54 ans,,
22235,863,1,193.5,193.5,863,1,1,3,113,Hibernants,France,Recherche vegan,35-44 ans,Parent de jeunes enfants,Périurbain
22236,952,1,18.36,18.36,952,1,1,1,111,Perdus,France,Peau sèche,,,
22237,612,1,51.55,51.55,612,1,1,1,111,Perdus,France,,,,
22238,683,1,135.18,135.18,683,1,1,2,112,Perdus,France,,45-54 ans,,
22239,583,1,70.34,70.34,583,1,1,1,111,Perdus,France,,,,
22240,869,1,25.73,25.73,869,1,1,1,111,Perdus,France,,45-54 ans,,
22243,424,1,212.26999999999998,212.26999999999998,424,2,1,3,213,Hibernants,France,Recherche vegan,,,Zone urbaine dense
22245,857,1,92.52,92.52,857,1,1,2,112,Perdus,France,Anti-âge,55 ans et plus,,
22246,1305,1,18.68,18.68,1305,1,1,1,111,Perdus,France,Anti-imperfections,,,
22247,844,1,57.22,57.22,844,1,1,1,111,Perdus,France,,,,
22248,623,1,31.78,31.78,623,1,1,1,111,Perdus,France,,35-44 ans,,
22249,674,1,12.44,12.44,674,1,1,1,111,Perdus,France,,55 ans et plus,,Zone rurale
22250,604,1,75.08,75.08,604,1,1,1,111,Perdus,France,,,,Périurbain
22252,670,1,46.95,46.95,670,1,1,1,111,Perdus,France,,,,Périurbain
22253,1140,1,73.47,73.47,1140,1,1,1,111,Perdus,France,,,,
22254,703,1,9.49,9.49,703,1,1,1,111,Perdus,France,,,,
22255,579,1,66.32,66.32,579,1,1,1,111,Perdus,France,,,,Zone rurale
22256,745,1,42.69,42.69,745,1,1,1,111,Perdus,France,Peau sensible,18-24 ans,,
22257,589,1,55.88,55.88,589,1,1,1,111,Perdus,France,,,,Zone urbaine dense
22258,832,1,19.7,19.7,832,1,1,1,111,Perdus,France,,,,
22259,1236,1,48.900000000000006,48.900000000000006,1236,1,1,1,111,Perdus,France,Anti-âge,,,
22260,580,1,187.06,187.06,580,1,1,3,113,Hibernants,France,Sans parfum,18-24 ans,,Périurbain
22261,485,1,32.59,32.59,485,2,1,1,211,Hibernants,France,Peau sèche,,Famille avec adolescents,
22262,736,1,101.11,101.11,736,1,1,2,112,Perdus,France,,55 ans et plus,,
22263,547,1,13.68,13.68,547,2,1,1,211,Hibernants,France,,,,Zone rurale
22264,545,1,44.53,44.53,545,2,1,1,211,Hibernants,France,Anti-âge,,,
22265,753,1,39.12,39.12,753,1,1,1,111,Perdus,France,Anti-âge,,,Zone rurale
22266,708,1,25.73,25.73,708,1,1,1,111,Perdus,France,,35-44 ans,,
22268,704,1,64.95,64.95,704,1,1,1,111,Perdus,France,Anti-âge,35-44 ans,Sans enfants,
22269,1079,1,189.93,189.93,1079,1,1,3,113,Hibernants,Sweden,,,,
22270,523,1,73.44,73.44,523,2,1,1,211,Hibernants,France,Peau sèche,,Jeune actif en solo,
22271,1388,1,106.53,106.53,1388,1,1,2,112,Perdus,France,,,,
22272,679,1,53.34,53.34,679,1,1,1,111,Perdus,France,,45-54 ans,,
22273,1179,1,41.849999999999994,41.849999999999994,1179,1,1,1,111,Perdus,France,Peau mixte,,,
22274,1023,1,192.56,192.56,1023,1,1,3,113,Hibernants,France,,,Sans enfants,Périurbain
22275,876,1,41.32,41.32,876,1,1,1,111,Perdus,France,Anti-âge,,,Zone rurale
22276,479,1,6.27,6.27,479,2,1,1,211,Hibernants,France,Peau sensible,,,Périurbain
22277,1026,1,132.51,132.51,1026,1,1,2,112,Perdus,France,,,,
22278,504,1,85.62,85.62,504,2,1,2,212,Hibernants,USA,,,,
22279,1093,1,62.91,62.91,1093,1,1,1,111,Perdus,France,Peau sensible,35-44 ans,Sans enfants,Zone urbaine dense
22280,869,1,13.69,13.69,869,1,1,1,111,Perdus,France,,,,
22281,673,1,13.82,13.82,673,1,1,1,111,Perdus,France,,,,
22282,858,1,13.69,13.69,858,1,1,1,111,Perdus,France,Anti-âge,,,
22283,749,1,80.39,80.39,749,1,1,2,112,Perdus,France,,25-34 ans,,Périurbain
22284,766,1,57.04,57.04,766,1,1,1,111,Perdus,France,,,,Périurbain
22285,865,1,15.92,15.92,865,1,1,1,111,Perdus,France,,35-44 ans,Famille avec adolescents,
22286,979,1,192.37,192.37,979,1,1,3,113,Hibernants,France,,,Jeune actif en solo,
22287,635,1,63.97,63.97,635,1,1,1,111,Perdus,France,,,,Périurbain
22288,943,1,157.61,157.61,943,1,1,2,112,Perdus,Korea,Peau sensible,45-54 ans,,Zone urbaine dense
22289,710,1,114.80000000000001,114.80000000000001,710,1,1,2,112,Perdus,France,Peau sèche,,,
22290,880,1,44.14,44.14,880,1,1,1,111,Perdus,France,Peau sèche,,,
22291,785,1,197.85,197.85,785,1,1,3,113,Hibernants,France,,45-54 ans,,
22292,737,1,171.70000000000002,171.70000000000002,737,1,1,2,112,Perdus,France,,,,
22293,823,1,65.54,65.54,823,1,1,1,111,Perdus,France,Anti-âge,45-54 ans,,
22294,654,1,22.89,22.89,654,1,1,1,111,Perdus,Netherlands,Peau sèche,25-34 ans,,
22297,1079,1,88.64,88.64,1079,1,1,2,112,Perdus,France,,35-44 ans,,
22298,641,1,25.42,25.42,641,1,1,1,111,Perdus,France,,45-54 ans,,
22299,804,1,43.13,43.13,804,1,1,1,111,Perdus,France,,,Retraité(e),
22300,591,1,55.1,55.1,591,1,1,1,111,Perdus,France,Anti-âge,,,
22301,797,1,45.53,45.53,797,1,1,1,111,Perdus,Japan,Recherche vegan,35-44 ans,,
22302,668,1,89.52,89.52,668,1,1,2,112,Perdus,France,Peau sensible,,,
22303,807,1,72.68,72.68,807,1,1,1,111,Perdus,France,,45-54 ans,,Zone urbaine dense
22304,981,1,41.24,41.24,981,1,1,1,111,Perdus,France,,35-44 ans,Famille avec adolescents,
22306,665,1,103.95,103.95,665,1,1,2,112,Perdus,France,,,,
22307,640,1,12.06,12.06,640,1,1,1,111,Perdus,France,,,Parent de jeunes enfants,
22308,742,1,20.52,20.52,742,1,1,1,111,Perdus,France,Sans parfum,35-44 ans,,
22309,914,1,88.21000000000001,88.21000000000001,914,1,1,2,112,Perdus,France,Peau sensible,45-54 ans,,
22310,853,1,13.38,13.38,853,1,1,1,111,Perdus,France,Peau mixte,,Retraité(e),
22311,961,1,75.23,75.23,961,1,1,1,111,Perdus,France,,,,
22312,918,1,14.72,14.72,918,1,1,1,111,Perdus,France,,,Retraité(e),
22313,787,1,63.95,63.95,787,1,1,1,111,Perdus,France,,,Retraité(e),
22315,867,1,45.3,45.3,867,1,1,1,111,Perdus,France,,,,
22316,885,1,172.24,172.24,885,1,1,2,112,Perdus,France,,,,
22317,1192,1,43.62,43.62,1192,1,1,1,111,Perdus,Sweden,,,,
22318,911,1,97.21,97.21,911,1,1,2,112,Perdus,France,Recherche vegan,,,
22319,864,1,8.58,8.58,864,1,1,1,111,Perdus,France,,,,
22320,764,1,154.96,154.96,764,1,1,2,112,Perdus,France,,45-54 ans,,
22321,856,1,201.38,201.38,856,1,1,3,113,Hibernants,France,,35-44 ans,,
22322,898,1,17.96,17.96,898,1,1,1,111,Perdus,France,,,,Zone rurale
22323,1115,1,13.86,13.86,1115,1,1,1,111,Perdus,France,Anti-imperfections,18-24 ans,Sans enfants,
22324,880,1,27.12,27.12,880,1,1,1,111,Perdus,France,Peau sèche,35-44 ans,Famille avec adolescents,
22325,676,1,224.83,224.83,676,1,1,3,113,Hibernants,France,Peau mixte,,,
22326,765,1,115.08,115.08,765,1,1,2,112,Perdus,France,,25-34 ans,,
22327,796,1,59.739999999999995,59.739999999999995,796,1,1,1,111,Perdus,France,Peau sèche,,,
22328,1081,1,95.46000000000001,95.46000000000001,1081,1,1,2,112,Perdus,France,,25-34 ans,,
22329,578,1,47.72,47.72,578,1,1,1,111,Perdus,France,Sans parfum,18-24 ans,,Zone rurale
22330,764,1,67.56,67.56,764,1,1,1,111,Perdus,France,Sans parfum,,Retraité(e),Zone urbaine dense
22331,830,1,62.620000000000005,62.620000000000005,830,1,1,1,111,Perdus,France,Peau mixte,,,
22332,567,1,115.44,115.44,567,1,1,2,112,Perdus,France,Sans parfum,,,Périurbain
22333,797,1,47.72,47.72,797,1,1,1,111,Perdus,France,,25-34 ans,,
22334,797,1,156.0,156.0,797,1,1,2,112,Perdus,France,,,,
22335,898,1,82.95,82.95,898,1,1,2,112,Perdus,France,,25-34 ans,Famille avec adolescents,
22336,791,1,70.21,70.21,791,1,1,1,111,Perdus,France,,18-24 ans,,
22337,656,1,119.49,119.49,656,1,1,2,112,Perdus,France,Peau sensible,,,
22338,761,1,168.85999999999999,168.85999999999999,761,1,1,2,112,Perdus,France,,18-24 ans,Sans enfants,
22339,862,1,92.27,92.27,862,1,1,2,112,Perdus,France,Recherche vegan,55 ans et plus,,
22340,776,1,156.88,156.88,776,1,1,2,112,Perdus,France,Recherche vegan,,,Zone rurale
22341,735,1,6.22,6.22,735,1,1,1,111,Perdus,France,Recherche vegan,35-44 ans,Parent de jeunes enfants,
22342,641,1,69.87,69.87,641,1,1,1,111,Perdus,France,Anti-imperfections,,,
22343,1187,1,46.68,46.68,1187,1,1,1,111,Perdus,France,Peau mixte,35-44 ans,,
22344,1332,1,107.61999999999999,107.61999999999999,1332,1,1,2,112,Perdus,Sweden,Sans parfum,,,Périurbain
22345,937,1,130.48,130.48,937,1,1,2,112,Perdus,France,,45-54 ans,Famille avec adolescents,
22346,1007,1,72.58,72.58,1007,1,1,1,111,Perdus,Australia,,,,
22347,865,1,150.76,150.76,865,1,1,2,112,Perdus,France,,55 ans et plus,,
22349,951,1,150.51,150.51,951,1,1,2,112,Perdus,France,,,Jeune actif en solo,
22350,1001,1,47.14,47.14,1001,1,1,1,111,Perdus,France,Peau sèche,55 ans et plus,,
22351,607,1,27.43,27.43,607,1,1,1,111,Perdus,France,Peau mixte,,Jeune actif en solo,
22352,956,1,66.47,66.47,956,1,1,1,111,Perdus,France,,55 ans et plus,,
22353,816,1,135.74,135.74,816,1,1,2,112,Perdus,France,,45-54 ans,Jeune actif en solo,
22354,870,1,155.66,155.66,870,1,1,2,112,Perdus,France,Anti-âge,,,
22355,1067,1,15.54,15.54,1067,1,1,1,111,Perdus,France,Anti-imperfections,,Parent de jeunes enfants,
22356,801,1,17.42,17.42,801,1,1,1,111,Perdus,France,,35-44 ans,,Périurbain
22357,617,1,44.02,44.02,617,1,1,1,111,Perdus,France,,,Retraité(e),
22358,1253,1,81.84,81.84,1253,1,1,2,112,Perdus,France,Anti-âge,18-24 ans,,
22359,1081,1,337.85,337.85,1081,1,1,4,114,Hibernants,France,,,,
22360,637,1,38.9,38.9,637,1,1,1,111,Perdus,France,,55 ans et plus,,
22361,1105,1,53.2,53.2,1105,1,1,1,111,Perdus,France,,,,
22362,761,1,28.630000000000003,28.630000000000003,761,1,1,1,111,Perdus,France,Anti-imperfections,,,
22363,723,1,17.1,17.1,723,1,1,1,111,Perdus,France,,,,Zone urbaine dense
22365,1194,1,100.80000000000001,100.80000000000001,1194,1,1,2,112,Perdus,France,,,,
22367,964,1,28.51,28.51,964,1,1,1,111,Perdus,France,,,,
22368,690,1,21.42,21.42,690,1,1,1,111,Perdus,Portugal,Anti-âge,,Parent de jeunes enfants,
22369,605,1,45.660000000000004,45.660000000000004,605,1,1,1,111,Perdus,USA,,,,
22370,663,1,13.9,13.9,663,1,1,1,111,Perdus,France,Peau sensible,,Parent de jeunes enfants,Zone urbaine dense
22371,1243,1,35.43,35.43,1243,1,1,1,111,Perdus,France,Recherche vegan,55 ans et plus,,Périurbain
22372,1120,1,208.83,208.83,1120,1,1,3,113,Hibernants,France,,,Parent de jeunes enfants,
22373,964,1,12.879999999999999,12.879999999999999,964,1,1,1,111,Perdus,France,,45-54 ans,,Zone rurale
22374,740,1,9.96,9.96,740,1,1,1,111,Perdus,France,,,,
22375,916,1,13.69,13.69,916,1,1,1,111,Perdus,France,,45-54 ans,,
22376,1104,1,162.75,162.75,1104,1,1,2,112,Perdus,France,Peau sensible,45-54 ans,,
22377,810,1,39.8,39.8,810,1,1,1,111,Perdus,France,,,,
22378,882,1,86.74000000000001,86.74000000000001,882,1,1,2,112,Perdus,France,,25-34 ans,,
22379,861,1,207.44,207.44,861,1,1,3,113,Hibernants,France,Peau sensible,45-54 ans,,Zone urbaine dense
22380,895,1,151.45000000000002,151.45000000000002,895,1,1,2,112,Perdus,France,Peau mixte,,,
22381,1157,1,126.03,126.03,1157,1,1,2,112,Perdus,France,Peau sèche,45-54 ans,Jeune actif en solo,
22382,1153,1,24.88,24.88,1153,1,1,1,111,Perdus,France,,45-54 ans,,
22384,660,1,83.04,83.04,660,1,1,2,112,Perdus,France,,,Jeune actif en solo,
22385,626,1,36.42,36.42,626,1,1,1,111,Perdus,Portugal,,,Famille avec adolescents,Zone rurale
22387,805,1,61.61,61.61,805,1,1,1,111,Perdus,France,Peau sèche,45-54 ans,,
22388,1003,1,18.94,18.94,1003,1,1,1,111,Perdus,France,,,,Zone urbaine dense
22389,717,1,86.26,86.26,717,1,1,2,112,Perdus,France,Anti-imperfections,35-44 ans,,
22390,469,1,67.03,67.03,469,2,1,1,211,Hibernants,France,,55 ans et plus,,
22391,964,1,29.46,29.46,964,1,1,1,111,Perdus,France,,35-44 ans,,
22392,948,1,78.78,78.78,948,1,1,2,112,Perdus,France,,,,
22393,541,1,94.16,94.16,541,2,1,2,212,Hibernants,France,Peau sensible,55 ans et plus,,
22394,862,1,71.16,71.16,862,1,1,1,111,Perdus,France,,,,
22395,816,1,307.27,307.27,816,1,1,3,113,Hibernants,France,,18-24 ans,,
22396,582,1,45.99,45.99,582,1,1,1,111,Perdus,France,,55 ans et plus,,
22397,1116,1,29.490000000000002,29.490000000000002,1116,1,1,1,111,Perdus,France,,,,
22398,992,1,18.36,18.36,992,1,1,1,111,Perdus,Portugal,,,,Zone rurale
22399,980,1,146.72,146.72,980,1,1,2,112,Perdus,France,,55 ans et plus,,Périurbain
22400,903,1,51.82,51.82,903,1,1,1,111,Perdus,France,Anti-imperfections,,,
22401,709,1,69.77,69.77,709,1,1,1,111,Perdus,France,Anti-imperfections,,,
22402,862,1,48.02,48.02,862,1,1,1,111,Perdus,France,,,,Périurbain
22403,862,1,46.09,46.09,862,1,1,1,111,Perdus,France,Anti-âge,,Jeune actif en solo,Zone urbaine dense
22405,980,1,24.92,24.92,980,1,1,1,111,Perdus,France,,,,
22406,800,1,100.75999999999999,100.75999999999999,800,1,1,2,112,Perdus,France,,35-44 ans,,Périurbain
22407,850,1,85.68,85.68,850,1,1,2,112,Perdus,France,,,Famille avec adolescents,
22408,1158,1,15.440000000000001,15.440000000000001,1158,1,1,1,111,Perdus,France,Anti-imperfections,,,
22409,843,1,45.94,45.94,843,1,1,1,111,Perdus,France,,,,
22410,793,1,37.75,37.75,793,1,1,1,111,Perdus,France,,,,
22411,500,1,25.16,25.16,500,2,1,1,211,Hibernants,France,,,,
22412,767,1,45.68,45.68,767,1,1,1,111,Perdus,France,,45-54 ans,Sans enfants,Périurbain
22413,892,1,68.6,68.6,892,1,1,1,111,Perdus,Portugal,,,,
22414,597,1,88.85000000000001,88.85000000000001,597,1,1,2,112,Perdus,France,,18-24 ans,,
22415,1331,1,6.23,6.23,1331,1,1,1,111,Perdus,France,,18-24 ans,Parent de jeunes enfants,Zone urbaine dense
22416,636,1,143.07999999999998,143.07999999999998,636,1,1,2,112,Perdus,France,,,,
22417,488,1,43.84,43.84,488,2,1,1,211,Hibernants,France,Sans parfum,,,
22418,1106,1,104.9,104.9,1106,1,1,2,112,Perdus,France,,45-54 ans,Jeune actif en solo,
22419,740,1,27.73,27.73,740,1,1,1,111,Perdus,Portugal,Recherche vegan,,,
